,day,t_min,ht_min,t_max,ht_max,Climatologica,Aritmetica,col_7,col_8,col_9,url,est,year,month,date,seremi_alerta,seremi_alerta_temporal_34,seremi_alerta_consecutiva_34_2dias,seremi_alerta_consecutiva_34_3dias,sobre_35_alerta,senapred_alerta,mes,senapred_alerta_temporal,senapred_alerta_consecutiva,senapred_alerta_consecutiva_3
150,31.0,4.4,06:18,16.8,13:49,9.7,9.7,24,,,330020/2024/5,330020,2024,5,2024-05-31,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,5,False,0.0,0.0
151,1.0,2.9,07:39,20.1,15:13,9.7,9.7,24,,,330020/2024/6,330020,2024,6,2024-06-01,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,6,False,0.0,0.0
152,2.0,8.7,08:04,20.1,15:33,12.1,12.1,24,,,330020/2024/6,330020,2024,6,2024-06-02,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,6,False,0.0,0.0
153,3.0,9.8,05:18,17.4,11:18,12.6,12.6,24,,,330020/2024/6,330020,2024,6,2024-06-03,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,6,False,0.0,0.0
154,4.0,7.0,04:12,15.9,12:58,11.6,11.6,24,,,330020/2024/6,330020,2024,6,2024-06-04,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,6,False,0.0,0.0
155,5.0,9.6,07:39,17.5,13:38,12.1,12.1,24,,,330020/2024/6,330020,2024,6,2024-06-05,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,6,False,0.0,0.0
156,6.0,7.3,06:10,15.9,14:27,11.2,11.2,24,,,330020/2024/6,330020,2024,6,2024-06-06,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,6,False,0.0,0.0
157,7.0,6.7,07:50,21.3,14:44,12.6,12.6,24,,,330020/2024/6,330020,2024,6,2024-06-07,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,6,False,0.0,0.0
158,8.0,8.9,06:17,16.7,14:12,11.7,11.7,24,,,330020/2024/6,330020,2024,6,2024-06-08,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,6,False,0.0,0.0
159,9.0,6.7,05:29,13.6,20:16,9.5,9.5,24,,,330020/2024/6,330020,2024,6,2024-06-09,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,6,False,0.0,0.0
160,10.0,7.4,05:46,14.8,15:04,10.0,10.0,24,,,330020/2024/6,330020,2024,6,2024-06-10,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,6,False,0.0,0.0
161,11.0,9.1,05:10,12.8,12:53,10.7,10.7,24,,,330020/2024/6,330020,2024,6,2024-06-11,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,6,False,0.0,0.0
162,12.0,8.1,05:05,13.5,15:06,10.0,10.0,24,,,330020/2024/6,330020,2024,6,2024-06-12,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,6,False,0.0,0.0
163,13.0,8.5,18:12,11.8,20:42,10.1,10.1,24,,,330020/2024/6,330020,2024,6,2024-06-13,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,6,False,0.0,0.0
164,14.0,7.0,07:37,15.3,13:20,9.7,9.7,24,,,330020/2024/6,330020,2024,6,2024-06-14,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,6,False,0.0,0.0
165,15.0,3.6,03:52,16.1,13:50,8.5,8.5,24,,,330020/2024/6,330020,2024,6,2024-06-15,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,6,False,0.0,0.0
166,16.0,2.4,06:21,16.9,15:09,8.1,8.1,24,,,330020/2024/6,330020,2024,6,2024-06-16,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,6,False,0.0,0.0
167,17.0,3.0,06:03,11.8,14:10,7.3,7.3,24,,,330020/2024/6,330020,2024,6,2024-06-17,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,6,False,0.0,0.0
168,18.0,8.2,05:06,12.3,14:54,9.6,9.6,24,,,330020/2024/6,330020,2024,6,2024-06-18,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,6,False,0.0,0.0
169,19.0,7.2,08:39,16.8,15:45,10.7,10.7,24,,,330020/2024/6,330020,2024,6,2024-06-19,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,6,False,0.0,0.0
170,20.0,6.7,06:30,11.9,13:27,8.7,8.7,24,,,330020/2024/6,330020,2024,6,2024-06-20,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,6,False,0.0,0.0
171,21.0,6.2,19:22,9.9,04:48,7.9,7.9,24,,,330020/2024/6,330020,2024,6,2024-06-21,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,6,False,0.0,0.0
172,22.0,5.0,00:50,8.4,08:00,7.1,7.1,24,,,330020/2024/6,330020,2024,6,2024-06-22,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,6,False,0.0,0.0
173,23.0,5.1,08:02,10.4,14:24,7.2,7.2,24,,,330020/2024/6,330020,2024,6,2024-06-23,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,6,False,0.0,0.0
174,24.0,6.0,07:39,10.3,14:29,7.7,7.7,24,,,330020/2024/6,330020,2024,6,2024-06-24,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,6,False,0.0,0.0
175,25.0,4.3,20:00,12.6,15:25,7.5,7.5,24,,,330020/2024/6,330020,2024,6,2024-06-25,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,6,False,0.0,0.0
176,26.0,0.0,05:57,15.6,15:42,5.6,5.6,24,,,330020/2024/6,330020,2024,6,2024-06-26,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,6,False,0.0,0.0
177,27.0,2.4,06:47,19.2,15:25,8.5,8.5,24,,,330020/2024/6,330020,2024,6,2024-06-27,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,6,False,0.0,0.0
178,28.0,3.4,04:11,17.0,15:23,8.6,8.6,24,,,330020/2024/6,330020,2024,6,2024-06-28,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,6,False,0.0,0.0
179,29.0,2.6,05:35,17.9,16:12,7.6,7.6,24,,,330020/2024/6,330020,2024,6,2024-06-29,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,6,False,0.0,0.0
180,30.0,2.8,07:31,21.5,15:26,9.6,9.6,24,,,330020/2024/6,330020,2024,6,2024-06-30,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,6,False,0.0,0.0
181,1.0,2.1,07:33,22.7,15:54,9.9,9.9,24,,,330020/2024/7,330020,2024,7,2024-07-01,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,7,False,0.0,0.0
182,2.0,2.7,07:40,20.9,15:09,9.9,9.9,24,,,330020/2024/7,330020,2024,7,2024-07-02,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,7,False,0.0,0.0
183,3.0,5.4,07:40,18.9,14:27,10.5,10.5,24,,,330020/2024/7,330020,2024,7,2024-07-03,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,7,False,0.0,0.0
184,4.0,2.5,07:05,14.2,15:45,7.7,7.7,24,,,330020/2024/7,330020,2024,7,2024-07-04,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,7,False,0.0,0.0
185,5.0,-0.8,07:09,18.5,16:12,6.1,6.1,24,,,330020/2024/7,330020,2024,7,2024-07-05,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,7,False,0.0,0.0
186,6.0,0.1,07:40,15.3,15:33,6.3,6.3,24,,,330020/2024/7,330020,2024,7,2024-07-06,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,7,False,0.0,0.0
187,7.0,-1.3,07:20,16.0,15:04,5.3,5.3,24,,,330020/2024/7,330020,2024,7,2024-07-07,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,7,False,0.0,0.0
188,8.0,-0.9,06:35,17.5,15:06,5.7,5.7,24,,,330020/2024/7,330020,2024,7,2024-07-08,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,7,False,0.0,0.0
189,9.0,-0.6,08:09,13.5,14:34,5.2,5.2,24,,,330020/2024/7,330020,2024,7,2024-07-09,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,7,False,0.0,0.0
190,10.0,2.5,19:15,10.2,15:45,5.7,5.7,24,,,330020/2024/7,330020,2024,7,2024-07-10,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,7,False,0.0,0.0
191,11.0,-1.0,05:24,13.5,15:34,4.6,4.6,24,,,330020/2024/7,330020,2024,7,2024-07-11,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,7,False,0.0,0.0
192,12.0,-1.5,07:26,17.3,14:32,5.8,5.8,24,,,330020/2024/7,330020,2024,7,2024-07-12,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,7,False,0.0,0.0
193,13.0,-1.4,07:36,17.9,15:15,6.0,6.0,24,,,330020/2024/7,330020,2024,7,2024-07-13,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,7,False,0.0,0.0
194,14.0,-1.2,07:20,18.2,15:32,6.5,6.5,24,,,330020/2024/7,330020,2024,7,2024-07-14,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,7,False,0.0,0.0
195,15.0,-0.8,07:40,19.2,13:29,6.7,6.7,24,,,330020/2024/7,330020,2024,7,2024-07-15,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,7,False,0.0,0.0
196,16.0,2.3,06:56,21.6,15:26,9.8,9.8,24,,,330020/2024/7,330020,2024,7,2024-07-16,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,7,False,0.0,0.0
197,17.0,2.2,07:03,20.8,14:44,9.8,9.8,24,,,330020/2024/7,330020,2024,7,2024-07-17,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,7,False,0.0,0.0
198,18.0,6.6,03:36,14.7,13:29,10.5,10.5,24,,,330020/2024/7,330020,2024,7,2024-07-18,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,7,False,0.0,0.0
199,19.0,5.8,06:58,17.7,15:05,10.2,10.2,24,,,330020/2024/7,330020,2024,7,2024-07-19,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,7,False,0.0,0.0
200,20.0,2.5,07:33,14.8,14:26,7.5,7.5,24,,,330020/2024/7,330020,2024,7,2024-07-20,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,7,False,0.0,0.0
201,21.0,7.6,20:01,16.4,14:17,10.1,10.1,24,,,330020/2024/7,330020,2024,7,2024-07-21,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,7,False,0.0,0.0
202,22.0,1.5,07:37,20.5,16:08,9.1,9.1,24,,,330020/2024/7,330020,2024,7,2024-07-22,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,7,False,0.0,0.0
203,23.0,3.1,06:01,11.5,15:25,7.6,7.6,24,,,330020/2024/7,330020,2024,7,2024-07-23,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,7,False,0.0,0.0
204,24.0,2.1,07:28,19.8,16:02,8.5,8.5,24,,,330020/2024/7,330020,2024,7,2024-07-24,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,7,False,0.0,0.0
205,25.0,2.4,04:35,19.5,15:43,9.4,9.4,24,,,330020/2024/7,330020,2024,7,2024-07-25,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,7,False,0.0,0.0
206,26.0,1.8,07:16,15.1,14:44,7.8,7.8,24,,,330020/2024/7,330020,2024,7,2024-07-26,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,7,False,0.0,0.0
207,27.0,1.2,06:36,18.4,16:13,8.2,8.2,24,,,330020/2024/7,330020,2024,7,2024-07-27,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,7,False,0.0,0.0
208,28.0,-0.3,07:22,19.5,15:33,7.8,7.8,24,,,330020/2024/7,330020,2024,7,2024-07-28,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,7,False,0.0,0.0
209,29.0,1.8,06:22,25.6,14:48,10.4,10.4,24,,,330020/2024/7,330020,2024,7,2024-07-29,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,7,False,0.0,0.0
210,30.0,8.7,00:21,16.6,14:14,11.4,11.4,24,,,330020/2024/7,330020,2024,7,2024-07-30,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,7,False,0.0,0.0
211,31.0,9.0,04:15,12.9,15:45,10.5,10.5,24,,,330020/2024/7,330020,2024,7,2024-07-31,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,7,False,0.0,0.0
212,1.0,7.6,07:07,11.0,20:00,9.6,9.6,24,,,330020/2024/8,330020,2024,8,2024-08-01,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,8,False,0.0,0.0
213,2.0,6.4,09:14,16.1,01:15,9.1,9.1,24,,,330020/2024/8,330020,2024,8,2024-08-02,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,8,False,0.0,0.0
214,3.0,4.1,06:43,16.0,15:51,8.5,8.5,24,,,330020/2024/8,330020,2024,8,2024-08-03,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,8,False,0.0,0.0
215,4.0,6.0,06:25,16.8,15:29,9.6,9.6,24,,,330020/2024/8,330020,2024,8,2024-08-04,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,8,False,0.0,0.0
216,5.0,7.1,19:43,12.0,20:02,8.7,8.7,24,,,330020/2024/8,330020,2024,8,2024-08-05,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,8,False,0.0,0.0
217,6.0,4.3,07:49,12.5,15:53,7.7,7.7,24,,,330020/2024/8,330020,2024,8,2024-08-06,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,8,False,0.0,0.0
218,7.0,2.0,03:42,12.1,14:35,6.6,6.6,24,,,330020/2024/8,330020,2024,8,2024-08-07,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,8,False,0.0,0.0
219,8.0,-0.7,07:17,16.0,15:55,6.6,6.6,24,,,330020/2024/8,330020,2024,8,2024-08-08,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,8,False,0.0,0.0
220,9.0,-0.2,07:20,20.5,15:09,8.0,8.0,24,,,330020/2024/8,330020,2024,8,2024-08-09,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,8,False,0.0,0.0
221,10.0,3.0,07:38,21.1,15:46,10.6,10.6,24,,,330020/2024/8,330020,2024,8,2024-08-10,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,8,False,0.0,0.0
222,11.0,3.0,07:28,22.9,15:23,10.8,10.8,24,,,330020/2024/8,330020,2024,8,2024-08-11,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,8,False,0.0,0.0
223,12.0,4.4,07:07,25.8,14:54,13.0,13.0,24,,,330020/2024/8,330020,2024,8,2024-08-12,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,8,False,0.0,0.0
224,13.0,6.0,07:26,23.5,13:40,13.2,13.2,24,,,330020/2024/8,330020,2024,8,2024-08-13,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,8,False,0.0,0.0
225,14.0,8.9,05:54,14.8,15:07,11.2,11.2,24,,,330020/2024/8,330020,2024,8,2024-08-14,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,8,False,0.0,0.0
226,15.0,5.7,03:41,15.5,15:43,10.1,10.1,24,,,330020/2024/8,330020,2024,8,2024-08-15,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,8,False,0.0,0.0
227,16.0,7.0,00:28,13.5,14:51,10.2,10.2,24,,,330020/2024/8,330020,2024,8,2024-08-16,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,8,False,0.0,0.0
228,17.0,6.0,07:19,17.0,14:22,10.2,10.2,24,,,330020/2024/8,330020,2024,8,2024-08-17,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,8,False,0.0,0.0
229,18.0,5.7,06:54,12.1,12:59,9.0,9.0,24,,,330020/2024/8,330020,2024,8,2024-08-18,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,8,False,0.0,0.0
230,19.0,5.0,06:25,11.7,15:25,8.0,8.0,24,,,330020/2024/8,330020,2024,8,2024-08-19,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,8,False,0.0,0.0
231,20.0,5.4,20:00,11.2,15:06,7.8,7.8,24,,,330020/2024/8,330020,2024,8,2024-08-20,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,8,False,0.0,0.0
232,21.0,1.1,06:02,13.9,14:29,6.9,6.9,24,,,330020/2024/8,330020,2024,8,2024-08-21,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,8,False,0.0,0.0
233,22.0,0.7,07:26,13.0,14:03,7.4,7.4,24,,,330020/2024/8,330020,2024,8,2024-08-22,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,8,False,0.0,0.0
234,23.0,2.7,04:26,12.8,15:38,7.7,7.7,24,,,330020/2024/8,330020,2024,8,2024-08-23,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,8,False,0.0,0.0
235,24.0,-0.9,07:21,20.5,15:57,7.5,7.5,24,,,330020/2024/8,330020,2024,8,2024-08-24,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,8,False,0.0,0.0
236,25.0,2.9,05:24,23.4,15:54,11.4,11.4,24,,,330020/2024/8,330020,2024,8,2024-08-25,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,8,False,0.0,0.0
237,26.0,1.8,06:48,19.9,14:50,10.2,10.2,24,,,330020/2024/8,330020,2024,8,2024-08-26,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,8,False,0.0,0.0
238,27.0,2.2,06:03,21.9,15:45,10.5,10.5,24,,,330020/2024/8,330020,2024,8,2024-08-27,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,8,False,0.0,0.0
239,28.0,4.1,07:36,16.2,13:58,10.2,10.2,24,,,330020/2024/8,330020,2024,8,2024-08-28,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,8,False,0.0,0.0
240,29.0,7.6,00:01,9.7,17:15,8.4,8.4,24,,,330020/2024/8,330020,2024,8,2024-08-29,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,8,False,0.0,0.0
241,30.0,7.7,05:29,16.1,14:59,10.3,10.3,24,,,330020/2024/8,330020,2024,8,2024-08-30,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,8,False,0.0,0.0
242,31.0,2.1,07:15,22.5,16:01,10.5,10.5,24,,,330020/2024/8,330020,2024,8,2024-08-31,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,8,False,0.0,0.0
243,1.0,4.1,07:19,27.2,14:57,13.9,13.9,24,,,330020/2024/9,330020,2024,9,2024-09-01,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,9,False,0.0,0.0
244,2.0,6.6,07:08,17.4,12:52,13.2,13.2,24,,,330020/2024/9,330020,2024,9,2024-09-02,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,9,False,0.0,0.0
245,3.0,7.2,00:12,16.7,15:39,11.7,11.7,24,,,330020/2024/9,330020,2024,9,2024-09-03,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,9,False,0.0,0.0
246,4.0,1.5,06:51,22.7,16:25,10.5,10.5,24,,,330020/2024/9,330020,2024,9,2024-09-04,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,9,False,0.0,0.0
247,5.0,3.5,06:17,25.7,15:46,12.9,12.9,24,,,330020/2024/9,330020,2024,9,2024-09-05,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,9,False,0.0,0.0
248,6.0,7.5,07:04,21.0,08:00,13.4,13.4,24,,,330020/2024/9,330020,2024,9,2024-09-06,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,9,False,0.0,0.0
249,7.0,5.4,06:43,18.8,14:57,11.5,11.5,24,,,330020/2024/9,330020,2024,9,2024-09-07,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,9,False,0.0,0.0
250,8.0,5.8,07:59,21.3,17:37,12.2,12.2,24,,,330020/2024/9,330020,2024,9,2024-09-08,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,9,False,0.0,0.0
251,9.0,7.2,08:08,24.9,16:00,15.1,15.1,24,,,330020/2024/9,330020,2024,9,2024-09-09,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,9,False,0.0,0.0
252,10.0,7.2,06:55,19.9,15:07,13.8,13.8,24,,,330020/2024/9,330020,2024,9,2024-09-10,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,9,False,0.0,0.0
253,11.0,5.8,07:18,21.5,16:26,13.5,13.5,24,,,330020/2024/9,330020,2024,9,2024-09-11,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,9,False,0.0,0.0
254,12.0,7.2,07:14,19.9,15:06,12.5,12.5,24,,,330020/2024/9,330020,2024,9,2024-09-12,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,9,False,0.0,0.0
255,13.0,5.7,05:01,20.5,16:43,12.1,12.1,24,,,330020/2024/9,330020,2024,9,2024-09-13,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,9,False,0.0,0.0
256,14.0,4.5,07:47,25.4,16:26,13.6,13.6,24,,,330020/2024/9,330020,2024,9,2024-09-14,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,9,False,0.0,0.0
257,15.0,4.9,06:38,26.2,16:39,14.8,14.8,24,,,330020/2024/9,330020,2024,9,2024-09-15,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,9,False,0.0,0.0
258,16.0,5.8,05:52,27.9,15:59,15.2,15.2,24,,,330020/2024/9,330020,2024,9,2024-09-16,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,9,False,0.0,0.0
259,17.0,6.2,07:58,22.2,17:04,15.2,15.2,24,,,330020/2024/9,330020,2024,9,2024-09-17,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,9,False,0.0,0.0
260,18.0,7.9,05:19,21.6,15:16,13.4,13.4,24,,,330020/2024/9,330020,2024,9,2024-09-18,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,9,False,0.0,0.0
261,19.0,5.7,07:39,19.9,16:20,12.1,12.1,24,,,330020/2024/9,330020,2024,9,2024-09-19,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,9,False,0.0,0.0
262,20.0,5.5,04:14,17.4,15:58,10.5,10.5,24,,,330020/2024/9,330020,2024,9,2024-09-20,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,9,False,0.0,0.0
263,21.0,7.5,05:29,18.5,16:36,11.9,11.9,24,,,330020/2024/9,330020,2024,9,2024-09-21,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,9,False,0.0,0.0
264,22.0,7.9,08:20,13.0,16:51,10.1,10.1,24,,,330020/2024/9,330020,2024,9,2024-09-22,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,9,False,0.0,0.0
265,23.0,8.9,05:26,16.7,17:04,11.8,11.8,24,,,330020/2024/9,330020,2024,9,2024-09-23,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,9,False,0.0,0.0
266,24.0,3.9,07:17,20.1,16:56,11.4,11.4,24,,,330020/2024/9,330020,2024,9,2024-09-24,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,9,False,0.0,0.0
267,25.0,3.8,07:43,20.8,17:08,11.6,11.6,24,,,330020/2024/9,330020,2024,9,2024-09-25,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,9,False,0.0,0.0
268,26.0,3.5,06:59,28.0,15:34,14.2,14.2,24,,,330020/2024/9,330020,2024,9,2024-09-26,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,9,False,0.0,0.0
269,27.0,6.6,06:39,24.8,16:38,15.5,15.5,24,,,330020/2024/9,330020,2024,9,2024-09-27,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,9,False,0.0,0.0
270,28.0,10.5,07:31,27.1,16:28,18.1,18.1,24,,,330020/2024/9,330020,2024,9,2024-09-28,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,9,False,0.0,0.0
271,29.0,8.4,06:07,20.1,21:02,14.2,14.2,24,,,330020/2024/9,330020,2024,9,2024-09-29,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,9,False,0.0,0.0
272,30.0,9.3,04:03,19.3,16:18,12.6,12.6,24,,,330020/2024/9,330020,2024,9,2024-09-30,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,9,False,0.0,0.0
273,1.0,6.4,02:03,18.8,15:51,12.2,12.2,24,,,330020/2024/10,330020,2024,10,2024-10-01,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,10,False,0.0,0.0
274,2.0,5.3,06:45,22.5,16:19,13.4,13.4,24,,,330020/2024/10,330020,2024,10,2024-10-02,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,10,False,0.0,0.0
275,3.0,6.4,07:42,28.1,16:26,15.8,15.8,24,,,330020/2024/10,330020,2024,10,2024-10-03,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,10,False,0.0,0.0
276,4.0,8.9,06:54,28.2,14:21,17.6,17.6,24,,,330020/2024/10,330020,2024,10,2024-10-04,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,10,False,0.0,0.0
277,5.0,7.7,07:15,28.8,16:17,17.6,17.6,24,,,330020/2024/10,330020,2024,10,2024-10-05,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,10,False,0.0,0.0
278,6.0,16.1,03:31,23.1,11:39,19.0,19.0,24,,,330020/2024/10,330020,2024,10,2024-10-06,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,10,False,0.0,0.0
279,7.0,13.0,07:39,24.8,13:55,17.2,17.2,24,,,330020/2024/10,330020,2024,10,2024-10-07,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,10,False,0.0,0.0
280,8.0,10.9,05:58,14.8,21:03,12.4,12.4,24,,,330020/2024/10,330020,2024,10,2024-10-08,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,10,False,0.0,0.0
281,9.0,8.1,07:32,22.6,15:40,14.0,14.0,24,,,330020/2024/10,330020,2024,10,2024-10-09,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,10,False,0.0,0.0
282,10.0,8.5,07:22,21.1,13:57,14.2,14.2,24,,,330020/2024/10,330020,2024,10,2024-10-10,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,10,False,0.0,0.0
283,11.0,11.2,07:50,18.2,15:28,13.5,13.5,24,,,330020/2024/10,330020,2024,10,2024-10-11,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,10,False,0.0,0.0
284,12.0,11.8,07:28,18.8,16:07,14.8,14.8,24,,,330020/2024/10,330020,2024,10,2024-10-12,Sin Alerta,False,0.0,0.0,Bajo 35,Sin Alerta,10,False,0.0,0.0
